p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	pct.ratio	pct.difference
0	2.916209058450666	1	0.548	0	1	Cd74	1.824817518248175	0.45199999999999996
0	2.52708516618656	1	0.371	0	1	H2-Aa	2.6954177897574123	0.629
0	2.2645787539937494	0.995	0.132	0	1	Cd79a	7.537878787878787	0.863
0	2.2503638129939487	0.99	0.298	0	1	Igkc	3.3221476510067114	0.692
0	2.1545305669984796	1	0.278	0	1	H2-Eb1	3.5971223021582732	0.722
0	2.110180476309514	1	0.355	0	1	H2-Ab1	2.8169014084507045	0.645
0	1.856354921048098	0.976	0.113	0	1	H2-DMb2	8.63716814159292	0.863
0	1.449350595471298	0.927	0.121	0	1	Ebf1	7.661157024793389	0.806
0	1.442877216542022	0.835	0.067	0	1	Iglc2	12.462686567164178	0.768
0	1.271882245595308	0.835	0.046	0	1	Fcmr	18.152173913043477	0.7889999999999999
0	1.162932721808422	0.779	0.056	0	1	Ighd	13.910714285714286	0.723
0	1.1399103631375798	0.789	0.108	0	1	Cd83	7.305555555555556	0.681
0	1.0499482741188637	0.801	0.083	0	1	Cd79b	9.650602409638553	0.7180000000000001
0	1.0492847206317348	0.815	0.125	0	1	Mef2c	6.52	0.69
0	1.040416220609866	0.765	0.067	0	1	Ms4a1	11.417910447761194	0.698
0	0.9147603701943625	0.689	0.021	0	1	Gm31243	32.8095238095238	0.6679999999999999
0	0.7838328886491845	0.571	0.022	0	1	Gm20513	25.954545454545453	0.5489999999999999
0	0.749116361799531	0.622	0.048	0	1	Bank1	12.958333333333332	0.574
0	0.745509249150572	0.585	0.044	0	1	H2-Oa	13.295454545454545	0.5409999999999999
1.6677285424689924e-303	0.6802606329313037	0.554	0.039	2.9780628582868796e-299	1	Tnfrsf13c	14.205128205128206	0.515
3.743254328182698e-302	0.6718889280266997	0.529	0.033	6.684329253835845e-298	1	Fcer2a	16.03030303030303	0.496
3.523038092865679e-285	1.304755151559596	0.935	0.241	6.291089122430243e-281	1	Ighm	3.8796680497925315	0.6940000000000001
6.216605120283207e-277	0.8606293293152231	0.656	0.076	1.1100991763289722e-272	1	Iglc3	8.631578947368421	0.5800000000000001
2.6136368040899978e-266	0.8959968262371873	0.815	0.155	4.6671712410635093e-262	1	H2-DMa	5.258064516129032	0.6599999999999999
1.8842690777298265e-243	0.6683907244234981	0.558	0.063	3.3647392921021513e-239	1	Hvcn1	8.857142857142858	0.49500000000000005
8.773634842920454e-243	0.5278727629751817	0.425	0.025	1.5667079739003054e-238	1	Snn	17	0.39999999999999997
1.800802364154451e-221	0.9876040918855369	0.883	0.303	3.215692781670603e-217	1	Cd37	2.9141914191419143	0.5800000000000001
9.157464081927069e-219	0.4615576165153171	0.391	0.024	1.6352483611097166e-214	1	Fcrl1	16.291666666666668	0.367
2.2107867412693552e-218	0.5581134068100753	0.478	0.047	3.947801883884687e-214	1	H2-Ob	10.170212765957446	0.431
1.7713359810104445e-205	0.5285559792921176	0.452	0.045	3.163074661290351e-201	1	Lmo2	10.044444444444444	0.40700000000000003
5.316034105783861e-201	0.6058065909270999	0.515	0.067	9.492842102698241e-197	1	Cd72	7.686567164179104	0.448
3.141447669398028e-199	0.49691897089985626	0.42	0.037	5.609683103244059e-195	1	Siglecg	11.35135135135135	0.383
7.770906868652379e-181	0.4862348333750025	0.318	0.018	1.3876508395352553e-176	1	Ly6d	17.666666666666668	0.3
7.032398725132254e-175	0.45971047680618243	0.41	0.044	1.2557754403468666e-170	1	Cd19	9.318181818181818	0.366
4.923084275785519e-167	0.3971973663346577	0.306	0.019	8.791151591270201e-163	1	Fam43a	16.105263157894736	0.287
4.276989331822092e-166	0.5006773771357188	0.517	0.082	7.637419849834709e-162	1	Mzb1	6.304878048780488	0.435
1.5773623563214688e-163	0.5323471968780302	0.486	0.076	2.8166959596832467e-159	1	Ralgps2	6.394736842105263	0.41
5.864475057924971e-161	0.32479627682785595	0.235	0.006	1.0472193110936621e-156	1	Gm15411	39.166666666666664	0.22899999999999998
4.495494745107493e-158	0.569002167801589	0.527	0.096	8.02760496633845e-154	1	Napsa	5.489583333333333	0.43100000000000005
7.050810426995226e-158	0.7311964889684275	0.736	0.217	1.2590632179485374e-153	1	Serp1	3.391705069124424	0.519
